ONTOLOGY,ID,Description,Fold_Enrichment_Score,Count,pvalue,p.adjust,geneID
CC,GO:0032587,ruffle membrane,3.2838406128991964,8,0.0030559056688324654,0.07236940243007793,RASGRP2/PLEKHA1/DIAPH1/APPL2/MTMR6/PAK1/CLASP2/MYO1C
BP,GO:0042770,signal transduction in response to DNA damage,2.7963334631399217,10,0.003197680765376049,0.1586361628481679,BAX/ING4/CNOT6/CDKN1A/CNOT11/CRADD/TRIAP1/PIDD1/CNOT10/CNOT7
CC,GO:0005802,trans-Golgi network,2.288948223821685,14,0.0035425391992274994,0.08024621403467509,AP4E1/ARFRP1/VAMP4/WDR11/ARL1/VAMP7/MYO1B/YIPF2/KIF13A/TJAP1/CLASP2/FAM91A1/GBA/MYO18A
BP,GO:0090161,Golgi ribbon formation,9.297808764940239,3,0.003546815735073057,0.17176721916996662,TMED5/VAMP4/MYO18A
BP,GO:1903894,regulation of IRE1-mediated unfolded protein response,9.297808764940239,3,0.003546815735073057,0.17176721916996662,BAX/COPS5/PTPN1
MF,GO:0034593,phosphatidylinositol bisphosphate phosphatase activity,6.155478260869565,4,0.003637684614347474,0.21014940241881616,MTMR3/PTPMT1/MTMR6/MTM1
BP,GO:0006906,vesicle fusion,3.1652114944477407,8,0.0038118398921691368,0.18243017272169468,RAB7A/EEA1/ANKRD27/VAMP4/STX12/VAMP7/VPS4A/SNAPIN
BP,GO:1902117,positive regulation of organelle assembly,3.471181938911023,7,0.00400020848016699,0.18921916392231763,CNOT6/SDC1/WRAP73/G3BP2/PIP4K2A/TAPT1/NUP62
MF,GO:0004438,phosphatidylinositol-3-phosphatase activity,8.848500000000001,3,0.00407708001243728,0.21014940241881616,MTMR3/MTMR6/MTM1
MF,GO:0017110,nucleoside-diphosphatase activity,8.848500000000001,3,0.00407708001243728,0.21014940241881616,NUDT15/ENTPD5/ENTPD6
BP,GO:0009187,cyclic nucleotide metabolic process,4.6489043824701195,5,0.004170963142208081,0.19066277783346725,PDE8A/ADCY7/ADCY9/ADCY1/PDE4B
BP,GO:0051310,metaphase plate congression,3.91486684839589,6,0.004170977030628139,0.19066277783346725,VPS4A/BOD1/HNRNPU/TRAPPC12/NUP62/CHMP1B
BP,GO:0046856,phosphatidylinositol dephosphorylation,5.950597609561753,4,0.004171334126641737,0.19066277783346725,MTMR3/MTMR6/INPPL1/MTM1
MF,GO:0003713,transcription coactivator activity,1.9971536050156737,18,0.004376306377691823,0.21014940241881616,SS18L2/DYRK1B/HTATIP2/VDR/ING4/COPS5/ZMIZ2/LPIN3/MED4/BCL10/ARNT/MED21/GABPA/PRMT2/PCBD1/TADA3/SCAND1/NUPR1
CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,4.5934675239958995,5,0.004423671272676763,0.09603053054435805,CDK6/CCND3/CDKN1A/CDK4/CCNB3
BP,GO:0030948,negative regulation of vascular endothelial growth factor receptor signaling pathway,8.582592706098682,3,0.004519539193013656,0.2020383015074676,NEDD4/PTPN1/PDCD6
BP,GO:0035563,positive regulation of chromatin binding,8.582592706098682,3,0.004519539193013656,0.2020383015074676,HMBOX1/PYGO2/DTX3L
BP,GO:1902882,regulation of response to oxidative stress,3.0673183554442027,8,0.004616800332980611,0.204142866897447,PDE8A/SESN1/MET/LANCL1/MAPKAP1/STK26/MCL1/P4HB
BP,GO:0051403,stress-activated MAPK cascade,2.080628534811802,16,0.0047942084717654465,0.20528452378800463,MAP4K5/ZMYND11/TAB1/COPS5/RAP2A/SH2D3A/KLHDC10/TAOK3/MAP3K7/DUSP10/PAK1/BTRC/MAP4K2/TNIP2/CARD9/PTPN1
BP,GO:0033561,regulation of water loss via skin,5.7217284707324545,4,0.0048265487970504594,0.20528452378800463,CYP26B1/MET/CLDN1/GBA
BP,GO:0071377,cellular response to glucagon stimulus,5.7217284707324545,4,0.0048265487970504594,0.20528452378800463,PRKAR2A/ADCY7/ADCY9/ADCY1
BP,GO:0009411,response to UV,2.6376762453731173,10,0.004844472537770021,0.20528452378800463,SPRTN/USP28/NEDD4/BAX/CIRBP/CDKN1A/INO80/ERCC5/SCARA3/TRIAP1
BP,GO:0008333,endosome to lysosome transport,3.7821594976028092,6,0.0049515840255296316,0.20554126342708715,RAB7A/VAMP7/KIF13A/SNAPIN/DTX3L/MTM1
BP,GO:1902369,negative regulation of RNA catabolic process,3.7821594976028092,6,0.0049515840255296316,0.20554126342708715,CIRBP/DHX34/NBAS/HNRNPU/HNRNPA0/PKP3
BP,GO:0007030,Golgi organization,2.619101060546546,10,0.005090066716960618,0.20686828352347789,VMP1/TMED5/VAMP4/ARL1/RBSN/TJAP1/TRAPPC8/CLASP2/TRAPPC12/MYO18A
BP,GO:0007034,vacuolar transport,2.619101060546546,10,0.005090066716960618,0.20686828352347789,NEDD4/RAB7A/VAMP7/RBSN/VPS4A/KIF13A/SNAPIN/DTX3L/MTM1/CHMP1B
CC,GO:0031588,nucleotide-activated protein kinase complex,8.26824154319262,3,0.005090156501249674,0.1060788614860432,PRKAG2/PRKAR2A/PRKAA2
BP,GO:0009416,response to light stimulus,2.0135382038724083,17,0.00513611028413748,0.20686828352347789,SPRTN/CTNS/USP28/NEDD4/DDHD2/BAX/CIRBP/NDRG4/CDKN1A/INO80/ERCC5/NMT2/CDS1/CDK5/SCARA3/TRIAP1/PPP1CC
MF,GO:0032454,histone demethylase activity (H3-K9 specific),8.167846153846154,3,0.005189972604625361,0.21014940241881616,KDM7A/KDM3A/PHF8
MF,GO:0052744,phosphatidylinositol monophosphate phosphatase activity,8.167846153846154,3,0.005189972604625361,0.21014940241881616,MTMR3/MTMR6/MTM1
MF,GO:0019887,protein kinase regulator activity,2.3596000000000004,12,0.0052057161118355426,0.21014940241881616,ALS2/TAB1/PRKAG2/CCND3/PRKAR2A/PIK3CA/CDKN1A/TAOK3/CDK4/CCNB3/DUS2/CSNK2B
BP,GO:0031098,stress-activated protein kinase signaling cascade,2.0071460190982102,17,0.005298588639122997,0.21050188255573207,MAP4K5/ZMYND11/TAB1/COPS5/RAP2A/SH2D3A/KLHDC10/STK26/TAOK3/MAP3K7/DUSP10/PAK1/BTRC/MAP4K2/TNIP2/CARD9/PTPN1
BP,GO:0120193,tight junction organization,3.7191235059760954,6,0.005379761318731311,0.21050188255573207,TGFBR1/MARVELD2/CLDN1/CLDN3/MYO1C/CLDN9
BP,GO:0007254,JNK cascade,2.25928063447146,13,0.005381562385888923,0.21050188255573207,MAP4K5/ZMYND11/TAB1/COPS5/RAP2A/SH2D3A/TAOK3/MAP3K7/DUSP10/PAK1/MAP4K2/CARD9/PTPN1
BP,GO:0051650,establishment of vesicle localization,2.051930210193708,16,0.0054661382597316595,0.21177381371988943,STARD3NL/WDR11/VAMP7/KIF13A/FNBP1L/SNAPIN/CLASP2/ADCY1/CDK5/MAP4K2/FAM91A1/MCFD2/BLOC1S5/MYO5A/MYO1C/PDCD6
BP,GO:0090174,organelle membrane fusion,2.9752988047808766,8,0.005546238953360815,0.21285000058746978,RAB7A/EEA1/ANKRD27/VAMP4/STX12/VAMP7/VPS4A/SNAPIN
BP,GO:0033169,histone H3-K9 demethylation,7.969550369948776,3,0.005638374741653504,0.21436363036492012,KDM7A/KDM3A/PHF8
CC,GO:0005774,vacuolar membrane,1.873064427260464,20,0.005668327519482061,0.11213160943637418,STARD3NL/CTNS/AP5M1/VMP1/RAB7A/WDR11/SLC36A1/VAMP7/VPS4A/SBF2/SNX14/CD164/SNAPIN/WDFY3/DTX3L/GABARAP/GBA/ATG9B/GLMP/TMEM199
MF,GO:0004721,phosphoprotein phosphatase activity,2.3336703296703294,12,0.005676738041592147,0.21014940241881616,PHLPP2/TAB1/MTMR3/PTPMT1/PTPRB/MTMR6/SSH2/DUSP10/PTPN14/MTM1/PPP1CC/PTPN1
MF,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,4.316341463414634,5,0.005716762610437221,0.21014940241881616,CD3EAP/POLR3F/MED21/POLR2J3/POLR3C
MF,GO:0030371,translation repressor activity,5.445230769230769,4,0.005745091576917276,0.21014940241881616,SAMD4A/CIRBP/PAIP2/CELF1
MF,GO:0019207,kinase regulator activity,2.2228115942028985,13,0.006111515059743778,0.2123751483260963,ALS2/TAB1/PRKAG2/CCND3/PRKAR2A/PIK3CA/CDKN1A/TAOK3/CDK4/BCL10/CCNB3/DUS2/CSNK2B
CC,GO:0000932,P-body,3.2154272667971298,7,0.006128631256169513,0.11213160943637418,SAMD4A/RC3H2/AGO4/CARHSP1/MEX3B/PNRC2/CNOT7
CC,GO:0017053,transcriptional repressor complex,3.2154272667971298,7,0.006128631256169513,0.11213160943637418,CBX5/RBBP7/CORO2A/RBBP4/RBPJ/TBL1XR1/C1D
CC,GO:0031083,BLOC-1 complex,7.717025440313112,3,0.006241490736381672,0.11213160943637418,STX12/SNAPIN/BLOC1S5
BP,GO:0007080,mitotic metaphase plate congression,4.226276711336473,5,0.006306757836800962,0.23755454518616956,VPS4A/BOD1/HNRNPU/NUP62/CHMP1B
MF,GO:0052866,phosphatidylinositol phosphate phosphatase activity,5.243555555555556,4,0.006596184395430139,0.2183022930868546,MTMR3/PTPMT1/MTMR6/MTM1
BP,GO:0031929,TOR signaling,2.677768924302789,9,0.006675252089727356,0.24912775689000813,SESN1/MAPKAP1/PIK3CA/PRKAA2/RHEBL1/MTM1/GBA/CARD11/PDCD6
CC,GO:0055029,nuclear DNA-directed RNA polymerase complex,2.884869323481537,8,0.006696407350527808,0.11629427432083293,GTF2H1/TBP/CD3EAP/POLR3F/RTF1/POLR2J3/TADA3/POLR3C
BP,GO:0019471,4-hydroxyproline metabolic process,7.438247011952191,3,0.006908769247411939,0.25093636873635505,EGLN3/ALDH4A1/P4HB
BP,GO:0042559,pteridine-containing compound biosynthetic process,7.438247011952191,3,0.006908769247411939,0.25093636873635505,MTHFD1L/QDPR/PCBD1
BP,GO:1903543,positive regulation of exosomal secretion,7.438247011952191,3,0.006908769247411939,0.25093636873635505,RAB7A/SDC1/VPS4A
BP,GO:0006892,post-Golgi vesicle-mediated transport,2.8608642353662272,8,0.0069994845396715915,0.25119832130146863,KIF16B/ARFRP1/EXOC2/VAMP7/MYO1B/RBSN/KIF13A/MYO5A
BP,GO:0090068,positive regulation of cell cycle process,1.9968448354234067,16,0.007039480980424638,0.25119832130146863,PKN2/BAX/CCND3/CNOT6/CDKN1A/INO80/CDK4/HNRNPU/CNOT11/CRADD/TRIAP1/CRLF3/PIDD1/CNOT10/CNOT7/NUP62
CC,GO:0000428,DNA-directed RNA polymerase complex,2.858157570486337,8,0.0070730683759475865,0.1188731814151191,GTF2H1/TBP/CD3EAP/POLR3F/RTF1/POLR2J3/TADA3/POLR3C
BP,GO:0006368,transcription elongation from RNA polymerase II promoter,3.099269588313413,7,0.007434439158353003,0.26121639131147595,ZMYND11/ELL/GTF2H1/RTF1/EAF1/HNRNPU/RNF168
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,2.0995052049865057,14,0.007448648326482598,0.26121639131147595,BAX/CDK6/CNOT6/CDKN1A/VPS4A/TAOK3/CDK4/CNOT11/PRMT2/CRADD/TRIAP1/PIDD1/CNOT10/CNOT7
MF,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",5.056285714285714,4,0.007526787200935661,0.23021393498228662,MTHFD1L/ALDH1L1/QDPR/ALDH4A1
CC,GO:0016607,nuclear speck,1.8466433673293337,19,0.007980500811136474,0.1299325288313157,SPRTN/PPIE/TAB1/ELL/C12orf57/HP1BP3/MBD4/PNISR/BMP2K/DUSP10/EAF1/CCNB3/CWC15/HNRNPU/PRKAA2/RCHY1/INPPL1/PPP1CC/CNOT7
CC,GO:0005884,actin filament,2.7809100685813015,8,0.008299294818417962,0.13102826061805328,PLS3/MYO1B/PAK1/TPM4/YES1/ACTG1/MYO5A/MYO1C
BP,GO:0035372,protein localization to microtubule,6.973356573705179,3,0.008335399516460241,0.2814625589830805,MAPRE1/DIAPH1/HNRNPU
BP,GO:0048012,hepatocyte growth factor receptor signaling pathway,6.973356573705179,3,0.008335399516460241,0.2814625589830805,MET/PAK1/PTPN1
BP,GO:1903541,regulation of exosomal secretion,6.973356573705179,3,0.008335399516460241,0.2814625589830805,RAB7A/SDC1/VPS4A
BP,GO:1903580,positive regulation of ATP metabolic process,3.9565143680596764,5,0.008343194241289856,0.2814625589830805,ISCU/ARNT/PRKAA2/NUPR1/ENTPD5
BP,GO:0034404,nucleobase-containing small molecule biosynthetic process,2.1393188308712054,13,0.00837191977309556,0.2814625589830805,PDE8A/PGM1/PRKAG2/MBD4/NUDT15/ARNT/CMPK1/PRKAA2/TK2/NUPR1/PDE4B/ENTPD5/NUP62
MF,GO:0016706,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",3.932666666666667,5,0.008502114651253452,0.23021393498228662,KDM7A/EGLN3/PHF8/P4HB/ASPH
MF,GO:0034062,5'-3' RNA polymerase activity,3.932666666666667,5,0.008502114651253452,0.23021393498228662,CD3EAP/POLR3F/MED21/POLR2J3/POLR3C
MF,GO:0097747,RNA polymerase activity,3.932666666666667,5,0.008502114651253452,0.23021393498228662,CD3EAP/POLR3F/MED21/POLR2J3/POLR3C
MF,GO:0016758,"transferase activity, transferring hexosyl groups",2.1301944444444443,13,0.008612319869840939,0.23021393498228662,B4GALT7/PIGB/PYGL/HAS3/DPM2/GALNT1/MGAT4B/WDFY3/RFNG/FUT1/GBA/OSTC/B3GNT9
CC,GO:0030880,RNA polymerase complex,2.7560805143975395,8,0.008741453646882735,0.13394992205958545,GTF2H1/TBP/CD3EAP/POLR3F/RTF1/POLR2J3/TADA3/POLR3C
BP,GO:0051648,vesicle localization,1.9446397416868473,16,0.008958403402579015,0.29871135280074945,STARD3NL/WDR11/VAMP7/KIF13A/FNBP1L/SNAPIN/CLASP2/ADCY1/CDK5/MAP4K2/FAM91A1/MCFD2/BLOC1S5/MYO5A/MYO1C/PDCD6
BP,GO:0043506,regulation of JUN kinase activity,2.9583936979355308,7,0.009514272692681286,0.3121295267244151,MAP4K5/TAOK3/MAP3K7/DUSP10/PAK1/MAP4K2/PTPN1
BP,GO:1900407,regulation of cellular response to oxidative stress,2.9583936979355308,7,0.009514272692681286,0.3121295267244151,PDE8A/MET/LANCL1/MAPKAP1/STK26/MCL1/P4HB
MF,GO:0050700,CARD domain binding,6.636375,3,0.009543029245789857,0.23687161877942683,BCL10/CARD9/CARD11
MF,GO:0070402,NADPH binding,6.636375,3,0.009543029245789857,0.23687161877942683,LBR/QDPR/DUS2
BP,GO:0045216,cell-cell junction organization,2.3840535294718563,10,0.009660320148904084,0.31438545892593445,PKN2/CDH20/TGFBR1/GNPAT/MARVELD2/CLDN1/CLDN3/PKP3/MYO1C/CLDN9
BP,GO:0016254,preassembly of GPI anchor in ER membrane,6.56315912819311,3,0.009922219503568143,0.31524767597835973,PIGB/DPM2/PIGN
BP,GO:0018904,ether metabolic process,6.56315912819311,3,0.009922219503568143,0.31524767597835973,AGPS/EPHX3/GNPAT
BP,GO:0048535,lymph node development,6.56315912819311,3,0.009922219503568143,0.31524767597835973,RC3H2/IL7R/TOX
BP,GO:0006402,mRNA catabolic process,1.8391270084497178,18,0.00999679208485949,0.31524767597835973,SAMD4A/SMG6/CIRBP/CNOT6/LSM7/AGO4/DHX34/NBAS/CARHSP1/HNRNPU/CNOT11/HNRNPA0/ZHX2/CNOT10/PKP3/YTHDF3/PNRC2/CNOT7
CC,GO:0045178,basal part of cell,3.7828556079966233,5,0.010107513927022766,0.14789173318628346,ITGA6/MET/DOCK7/CLASP2/MYO1C
CC,GO:0005769,early endosome,1.874134749790327,17,0.010219006515750874,0.14789173318628346,ALS2/SNX1/KIF16B/EEA1/EHD4/ANKRD27/SNX4/STX12/MYO1B/RBSN/VPS4A/APPL2/PSEN2/DIAPH2/DTX3L/PTPN1/MYO5A
BP,GO:0009166,nucleotide catabolic process,2.247821899216322,11,0.010388041461575601,0.3250657897360734,PDE8A/PGM1/PRKAG2/MBD4/NUDT15/ARNT/PRKAA2/NUPR1/PDE4B/ENTPD5/NUP62
BP,GO:0043467,regulation of generation of precursor metabolites and energy,2.3538756366937315,10,0.010509734526775248,0.3263633591978756,PRKAG2/PIK3CA/ISCU/ARNT/PRKAA2/NUPR1/DNAJC30/EPM2AIP1/ENTPD5/NUP62
CC,GO:0000922,spindle pole,2.3527516586320463,10,0.010587895292794218,0.14908901209583209,NUBP2/CEP128/STAG2/CEP85/VPS4A/DCTN4/MAPKBP1/BOD1/HNRNPU/NUP62
MF,GO:0017016,Ras GTPase binding,1.7325734265734267,21,0.010737415123553314,0.2573277072713639,ALS2/PKN2/TBC1D22B/KIF16B/ANKRD27/EXOC2/DOCK7/MAPKAP1/YIPF2/RBSN/DIAPH1/WDR44/SBF2/DIAPH2/PAK1/RIN1/DENND6A/RCC1/MYO5A/MYO1C/CYFIP1
BP,GO:0033059,cellular pigmentation,3.7191235059760954,5,0.010794999688608071,0.3326822631307396,ANKRD27/KIF13A/SNAPIN/BLOC1S5/MYO5A
BP,GO:0009896,positive regulation of catabolic process,1.758450830248745,20,0.010902723543039625,0.33347578476003903,SNX1/NEDD4/CHFR/RAB7A/SESN1/BAX/EDEM1/MAP3K7/ARNT/PIP4K2A/PRKAA2/RCHY1/DTX3L/RNF180/NUPR1/GBA/YTHDF3/ENTPD5/PTPN1/CNOT7
BP,GO:0048814,regulation of dendrite morphogenesis,2.8608642353662272,7,0.011332067700645595,0.3440212791509424,SS18L2/NEDD4/ANKRD27/VAMP7/RAP2A/CDK5/NSMF
BP,GO:0046328,regulation of JNK cascade,2.211370733283084,11,0.011643487671930687,0.35085709518084474,MAP4K5/ZMYND11/COPS5/RAP2A/TAOK3/MAP3K7/DUSP10/PAK1/MAP4K2/CARD9/PTPN1
MF,GO:0047485,protein N-terminus binding,2.597724770642202,8,0.012133361230530241,0.2810895351739506,CSNK2A2/EXOC2/DCTN4/ERCC5/RBPJ/BANF1/TBL1XR1/PPP1CC
BP,GO:0042558,pteridine-containing compound metabolic process,4.375439418795406,4,0.012650510212272625,0.3758265352005505,MTHFD1L/ALDH1L1/QDPR/PCBD1
BP,GO:0006903,vesicle targeting,2.799340273315341,7,0.01267579104373191,0.3758265352005505,STARD3NL/WDR11/CLASP2/MAP4K2/FAM91A1/MCFD2/PDCD6
BP,GO:0051169,nuclear transport,1.8273150173870987,17,0.012814038714791016,0.3758265352005505,NEDD4/SMG6/THOC5/HTATIP2/CDKN1A/XPO4/APPL2/WDR33/MBTPS1/PTPN14/CDK5/AGFG1/BANF1/PPP1CC/APOD/KPNA5/NUP62
BP,GO:0002532,production of molecular mediator involved in inflammatory response,3.099269588313413,6,0.012841663813391475,0.3758265352005505,SNX4/ADCY7/VAMP7/APPL2/DUSP10/APOD
BP,GO:1901292,nucleoside phosphate catabolic process,2.176082902432822,11,0.01301159192565769,0.37807968538268205,PDE8A/PGM1/PRKAG2/MBD4/NUDT15/ARNT/PRKAA2/NUPR1/PDE4B/ENTPD5/NUP62
BP,GO:0003159,morphogenesis of an endothelium,5.872300272593836,3,0.013588897902043933,0.37986307461876656,STARD13/RBPJ/CSNK2B
BP,GO:0034063,stress granule assembly,5.872300272593836,3,0.013588897902043933,0.37986307461876656,CIRBP/G3BP2/PRKAA2
BP,GO:0034312,diol biosynthetic process,5.872300272593836,3,0.013588897902043933,0.37986307461876656,QDPR/PCBD1/GBA
BP,GO:0035493,SNARE complex assembly,5.872300272593836,3,0.013588897902043933,0.37986307461876656,ANKRD27/VAMP4/VAMP7
BP,GO:0061154,endothelial tube morphogenesis,5.872300272593836,3,0.013588897902043933,0.37986307461876656,STARD13/RBPJ/CSNK2B
BP,GO:1901988,negative regulation of cell cycle phase transition,1.950102212871361,14,0.01363323719133233,0.37986307461876656,BAX/CDK6/CNOT6/CDKN1A/VPS4A/TAOK3/CDK4/CNOT11/PRMT2/CRADD/TRIAP1/PIDD1/CNOT10/CNOT7
BP,GO:2000785,regulation of autophagosome assembly,4.250426863972681,4,0.013986492347767186,0.3857713705885452,MTMR3/PIP4K2A/MTM1/NUPR1
BP,GO:0018209,peptidyl-serine modification,1.8480116799881219,16,0.01403494661924894,0.3857713705885452,PKN2/CSNK2A2/MAST2/BAX/MKNK2/DYRK1B/TGFBR1/DOCK7/MAPKAP1/PIK3CA/SH2D3A/GALNT1/PAK1/RPS6KA4/PRKAA2/CDK5
CC,GO:0031082,BLOC complex,5.787769080234833,3,0.014209885321169057,0.18982949364946355,STX12/SNAPIN/BLOC1S5
CC,GO:0044232,organelle membrane contact site,5.787769080234833,3,0.014209885321169057,0.18982949364946355,STARD3NL/PDZD8/TOMM20
BP,GO:0070085,glycosylation,1.9356033116604214,14,0.014464649129875506,0.39103334734368983,B4GALT7/PIGB/DPM2/GALNT1/ST6GALNAC6/MGAT4B/RFNG/FUT1/GBA/MCFD2/POMK/ENTPD5/OSTC/B3GNT9
BP,GO:0043507,positive regulation of JUN kinase activity,3.0155055453860236,6,0.01456381177764535,0.39103334734368983,MAP4K5/TAOK3/MAP3K7/PAK1/MAP4K2/PTPN1
BP,GO:1900076,regulation of cellular response to insulin stimulus,3.0155055453860236,6,0.01456381177764535,0.39103334734368983,CCND3/CDK4/APPL2/PAK1/PTPN1/MYO1C
BP,GO:2001169,regulation of ATP biosynthetic process,2.7118608897742362,7,0.014900915361188682,0.39103334734368983,PRKAG2/ARNT/PRKAA2/NUPR1/DNAJC30/ENTPD5/NUP62
MF,GO:0031267,small GTPase binding,1.677819413092551,21,0.014940776921713587,0.32630335426875995,ALS2/PKN2/TBC1D22B/KIF16B/ANKRD27/EXOC2/DOCK7/MAPKAP1/YIPF2/RBSN/DIAPH1/WDR44/SBF2/DIAPH2/PAK1/RIN1/DENND6A/RCC1/MYO5A/MYO1C/CYFIP1
CC,GO:0030496,midbody,2.230354173500899,10,0.014964825337418093,0.19032761766676937,PKN2/EXOC2/RAP2A/VPS4A/KIF13A/HNRNPU/PPP1CC/KLHL9/NUP62/CHMP1B
CC,GO:0031463,Cul3-RING ubiquitin ligase complex,4.1713651028719525,4,0.014977797167634442,0.19032761766676937,KLHL42/KLHL2/KLHL9/PDCD6
MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",2.2260377358490566,10,0.015024039333237869,0.32630335426875995,CYP26B1/KDM7A/EGLN3/DOHH/MICAL2/PCBD1/PHF8/P4HB/AKR1C3/ASPH
BP,GO:0032886,regulation of microtubule-based process,2.0472239482437224,12,0.015211087912776748,0.39103334734368983,KLHL42/MAPRE1/STAG2/MET/CEP85/DIAPH1/PAK1/HNRNPU/PRKAA2/CLASP2/NUP62/CHMP1B
BP,GO:0003091,renal water homeostasis,4.13235945108455,4,0.01540867302207173,0.39103334734368983,PRKAR2A/ADCY7/ADCY9/ADCY1
BP,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,4.13235945108455,4,0.01540867302207173,0.39103334734368983,NEDD4/ARNT/PTPN1/PDCD6
BP,GO:0090313,regulation of protein targeting to membrane,4.13235945108455,4,0.01540867302207173,0.39103334734368983,VAMP7/PAK1/CDK5/MYO1C
BP,GO:0010256,endomembrane system organization,1.6982299114046098,20,0.015421610605204193,0.39103334734368983,ALS2/VMP1/RAB7A/PLA2G3/MOSPD3/TMED5/VAMP4/ARL1/RBSN/VPS4A/TJAP1/FNBP1L/TRAPPC8/ZFYVE27/CLASP2/TRAPPC12/AGFG1/BANF1/MYO18A/CHMP1B
BP,GO:0051303,establishment of chromosome localization,2.9752988047808766,6,0.015482385977426077,0.39103334734368983,VPS4A/BOD1/HNRNPU/TRAPPC12/NUP62/CHMP1B
BP,GO:1903201,regulation of oxidative stress-induced cell death,2.9752988047808766,6,0.015482385977426077,0.39103334734368983,PDE8A/MET/LANCL1/STK26/MCL1/P4HB
BP,GO:0050657,nucleic acid transport,2.119707697706583,11,0.01555846120246726,0.39103334734368983,SMG6/THOC5/TERF2/WDR33/G3BP2/HNRNPU/EIF5A2/TOMM20/AGFG1/MYO1C/NUP62
BP,GO:0050658,RNA transport,2.119707697706583,11,0.01555846120246726,0.39103334734368983,SMG6/THOC5/TERF2/WDR33/G3BP2/HNRNPU/EIF5A2/TOMM20/AGFG1/MYO1C/NUP62
BP,GO:0031936,negative regulation of chromatin silencing,5.578685258964144,3,0.01567344412164403,0.39103334734368983,ASF1A/ATAD2B/PHF8
BP,GO:1901673,regulation of mitotic spindle assembly,5.578685258964144,3,0.01567344412164403,0.39103334734368983,STAG2/HNRNPU/CHMP1B
CC,GO:0031901,early endosome membrane,2.330645267208658,9,0.01576421050773535,0.19555127796500282,SNX1/KIF16B/EEA1/EHD4/SNX4/STX12/RBSN/APPL2/DTX3L
BP,GO:0018105,peptidyl-serine phosphorylation,1.865781023064931,15,0.01576437290176134,0.39103334734368983,PKN2/CSNK2A2/MAST2/BAX/MKNK2/DYRK1B/TGFBR1/DOCK7/MAPKAP1/PIK3CA/SH2D3A/PAK1/RPS6KA4/PRKAA2/CDK5
MF,GO:0016779,nucleotidyltransferase activity,2.325153284671533,9,0.015855267381521085,0.3339215403077926,PAPOLA/UAP1/CD3EAP/TERF2/POLR3F/MED21/CDS1/POLR2J3/POLR3C
BP,GO:0046390,ribose phosphate biosynthetic process,1.859561752988048,15,0.01620013428834644,0.39940694718177766,PGM1/PYGL/PRKAG2/ADCY7/RFK/MPC2/ARNT/ADCY9/CMPK1/PRKAA2/ADCY1/NUPR1/DNAJC30/ENTPD5/NUP62
BP,GO:0050000,chromosome localization,2.936150136296918,6,0.01644032058591326,0.40248647571179574,VPS4A/BOD1/HNRNPU/TRAPPC12/NUP62/CHMP1B
BP,GO:0001824,blastocyst development,2.6565167899829256,7,0.016530682101884155,0.40248647571179574,TGFBR1/RTF1/CMTM3/MED21/GABPA/SMIM14/TBL1XR1
BP,GO:1901653,cellular response to peptide,1.738810989807006,18,0.016869826570558216,0.40248647571179574,CCND3/PRKAR2A/ADCY7/PIK3CA/LPIN3/CDK4/APPL2/CAPN10/PAK1/ADCY9/ADCY1/CDK5/KLF11/LDOC1/PTPN1/MYO5A/MYO1C/CYFIP1
BP,GO:0006623,protein targeting to vacuole,4.020674060514698,4,0.016918679288770173,0.40248647571179574,NEDD4/RAB7A/VAMP7/VPS4A
BP,GO:0046839,phospholipid dephosphorylation,4.020674060514698,4,0.016918679288770173,0.40248647571179574,MTMR3/MTMR6/INPPL1/MTM1
BP,GO:0060236,regulation of mitotic spindle organization,4.020674060514698,4,0.016918679288770173,0.40248647571179574,STAG2/HNRNPU/NUP62/CHMP1B
CC,GO:0000118,histone deacetylase complex,3.3263040691004786,5,0.017029740377206955,0.20633708689592614,CBX5/RBBP7/SUDS3/RBBP4/TBL1XR1
MF,GO:0042578,phosphoric ester hydrolase activity,1.7359455040871934,18,0.017049654212250423,0.3485149905151189,PHLPP2/PDE8A/TAB1/MTMR3/IMPAD1/PTPMT1/PRKAR2A/PLCD4/PTPRB/LPIN3/MTMR6/SSH2/DUSP10/PTPN14/MTM1/PDE4B/PPP1CC/PTPN1
BP,GO:0051236,establishment of RNA localization,2.087263192129442,11,0.01725636555069211,0.4067956822094706,SMG6/THOC5/TERF2/WDR33/G3BP2/HNRNPU/EIF5A2/TOMM20/AGFG1/MYO1C/NUP62
BP,GO:1903578,regulation of ATP metabolic process,2.4387695121154724,8,0.017299816377148086,0.4067956822094706,PRKAG2/ISCU/ARNT/PRKAA2/NUPR1/DNAJC30/ENTPD5/NUP62
BP,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2.8980183163450097,6,0.017438362693525222,0.4076968933175897,SAMD4A/CNOT6/LSM7/CNOT11/CNOT10/CNOT7
